X,loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,rate
2042567,15000,15000, 36 months,6.67%,460.9,A,A2,Attendant,MORTGAGE,15000,Source Verified,Sep-18,Current,n,,home_improvement,Home improvement,494xx,MI,68.24,0.0667
1827641,40000,40000, 60 months,24.85%,1170.54,E,E3,pharmacist,MORTGAGE,116000,Not Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,737xx,OK,25.66,0.2485
2009987,12000,11975, 60 months,18.94%,310.9,D,D2,MATERIAL HANDLER,RENT,40854,Not Verified,Sep-18,Current,n,,debt_consolidation,Debt consolidation,563xx,MN,11.43,0.1894
1060119,12475,12475, 36 months,15.31%,434.35,C,C5,MATERIAL'S MANAGER,RENT,60000,Source Verified,May-16,Current,n,,credit_card,Credit card refinancing,100xx,NY,5.1,0.1531
141587,11200,11200, 36 months,11.14%,367.42,B,B2,Amazon ,MORTGAGE,46000,Source Verified,May-13,Fully Paid,n,,credit_card,Refinance my credit card,201xx,VA,13.2,0.1114
1588221,2800,2800, 36 months,7.35%,86.91,A,A4,Glazier,RENT,24960,Source Verified,Aug-17,Current,n,,credit_card,Credit card refinancing,339xx,FL,18.14,0.0735
1657875,5000,4975, 36 months,12.62%,167.56,C,C1,Human Resources,MORTGAGE,76000,Source Verified,Dec-17,Current,n,,major_purchase,Major purchase,926xx,CA,31.18,0.1262
914421,10000,9750, 36 months,8.39%,315.17,B,B1,,RENT,57494,Not Verified,Mar-16,Current,n,,credit_card,Credit card refinancing,131xx,NY,26.78,0.0839
588720,7200,7200, 36 months,11.53%,237.53,B,B5,Executive Director of Clinical Research,RENT,114000,Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,333xx,FL,14.23,0.1153
1327004,8000,8000, 36 months,13.99%,273.39,C,C3,Manager,RENT,210000,Source Verified,Mar-17,Fully Paid,n,,small_business,Business,112xx,NY,9.22,0.1399
1520721,35000,35000, 36 months,7.99%,1096.62,A,A5,Operations Tech III,RENT,91000,Verified,Apr-17,Current,n,,debt_consolidation,Debt consolidation,950xx,CA,0.98,0.0799
526510,12000,12000, 36 months,6.24%,366.37,A,A2,Power Systems Specialist,MORTGAGE,75000,Not Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,190xx,PA,11.6,0.0624
94443,11325,11325, 60 months,21.60%,310.22,E,E3,Elite Site Services,RENT,39000,Source Verified,Sep-13,Charged Off,n,,debt_consolidation,Consolidation,933xx,CA,27.51,0.216
629239,35000,34875, 60 months,17.86%,886.11,D,D5,"Leader, Tolling Master Planning Team",MORTGAGE,1.00E+05,Verified,Aug-15,Charged Off,n,,home_improvement,Home improvement,300xx,GA,30.58,0.1786
1240412,10800,10800, 36 months,7.99%,338.39,A,A5,Logistics Planner,MORTGAGE,55000,Source Verified,Dec-16,Fully Paid,n,,debt_consolidation,Debt consolidation,294xx,SC,15.95,0.0799
1503232,20000,20000, 60 months,14.99%,475.7,C,C4,Correctional Officer,RENT,87000,Source Verified,May-17,Current,n,,debt_consolidation,Debt consolidation,933xx,CA,30.88,0.1499
1098817,11000,11000, 60 months,19.53%,288.57,D,D5,Pharmacist,OWN,155000,Not Verified,Apr-16,Current,n,,home_improvement,Home improvement,255xx,WV,24.5,0.1953
216235,9600,9600, 36 months,13.99%,328.06,C,C1,Methodist Health System - Mansfield,OWN,62000,Not Verified,Jun-12,Fully Paid,n,,debt_consolidation,Peace of Mind,751xx,TX,17.77,0.1399
651603,8000,8000, 36 months,14.65%,275.96,C,C5,Insulation Manager,RENT,50000,Verified,Aug-15,Fully Paid,n,,debt_consolidation,Debt consolidation,027xx,MA,18.03,0.1465
1696747,10000,10000, 60 months,16.02%,243.29,C,C5,Utility Lineman ,OWN,45000,Not Verified,Nov-17,Fully Paid,n,,credit_card,Credit card refinancing,310xx,GA,7.28,0.1602
29751,6400,6214.87948, 60 months,7.14%,127.16,A,A3,Davis Langdon,RENT,60000,Source Verified,May-10,Fully Paid,n,,debt_consolidation,Consolidate and Learn,073xx,NJ,7.52,0.0714
966858,29675,29675, 36 months,18.99%,1087.62,D,D4,Respiratory Therapist,MORTGAGE,174000,Source Verified,Feb-16,Fully Paid,n,,debt_consolidation,,114xx,NY,8.71,0.1899
15012,3000,3000, 36 months,15.62%,104.91,D,D1,,RENT,30960,Source Verified,May-11,Fully Paid,n,  Borrower added on 05/13/11 > I am in need of extensive dental work that I can not afford out of pocket.<br/>,medical,Dental,333xx,FL,1.01,0.1562
1233228,25000,25000, 36 months,11.44%,823.69,B,B4,Senior Vice President,MORTGAGE,132000,Source Verified,Dec-16,Fully Paid,n,,credit_card,Credit card refinancing,618xx,IL,16.33,0.1144
1920298,4625,4625, 36 months,8.08%,145.11,A,A5,Director of Operations,RENT,50000,Not Verified,May-18,Fully Paid,n,,debt_consolidation,Debt consolidation,339xx,FL,7.12,0.0808
1732943,6600,6600, 36 months,11.99%,219.19,B,B5,,RENT,47700,Verified,Oct-17,Current,n,,debt_consolidation,Debt consolidation,958xx,CA,8.38,0.1199
551032,10000,10000, 36 months,9.17%,318.79,B,B2,Teacher,RENT,59000,Source Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,951xx,CA,24.39,0.0917
694205,11300,11300, 36 months,12.29%,376.89,C,C1,Teacher,RENT,42000,Source Verified,Jul-15,Fully Paid,n,,debt_consolidation,Debt consolidation,951xx,CA,34.63,0.1229
1685229,4000,4000, 36 months,9.44%,128.02,B,B1,Accounting Manager,MORTGAGE,79648.92,Source Verified,Nov-17,Current,n,,credit_card,Credit card refinancing,601xx,IL,28.53,0.0944
1093350,25350,25350, 36 months,11.99%,841.87,C,C1,Owner - President,OWN,326000,Verified,Apr-16,Fully Paid,n,,debt_consolidation,Debt consolidation,760xx,TX,17.8,0.1199
2079965,8000,8000, 36 months,13.56%,271.72,C,C1,Tutor Engagement Specialist,RENT,32000,Verified,Aug-18,Current,n,,other,Other,852xx,AZ,7.46,0.1356
304303,18000,18000, 36 months,13.35%,609.54,C,C2,Assistant Vice President in Risk,RENT,95000,Verified,Sep-14,Fully Paid,n,,debt_consolidation,Debt consolidation,100xx,NY,4.32,0.1335
1901427,5000,5000, 36 months,7.46%,155.44,A,A4,Enterprise Infrastructure Engineer,RENT,110000,Not Verified,Jun-18,Fully Paid,n,,credit_card,Credit card refinancing,100xx,NY,16.24,0.0746
1811938,18000,18000, 60 months,21.85%,495.61,D,D5,Social Worker,MORTGAGE,43000,Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,22.94,0.2185
1649561,6000,6000, 36 months,7.97%,187.94,A,A5,Loan Support ,RENT,33200,Not Verified,Dec-17,Fully Paid,n,,credit_card,Credit card refinancing,042xx,ME,26.9,0.0797
164391,7500,7500, 36 months,14.33%,257.54,C,C1,Wiz Industries,RENT,60000,Verified,Feb-13,Fully Paid,n,  Borrower added on 02/08/13 > Credit card consolidation<br>,debt_consolidation,This is it!!!,913xx,CA,3.56,0.1433
376947,7800,7800, 36 months,10.99%,255.33,B,B3,floor auditor,RENT,47014.61,Not Verified,Jun-14,Fully Paid,n,,credit_card,Credit card refinancing,131xx,NY,17.4,0.1099
1027342,12000,12000, 60 months,22.39%,334.1,E,E1,revenue mngr,RENT,45750,Verified,Jun-16,Charged Off,n,,debt_consolidation,Debt consolidation,327xx,FL,14.03,0.2239
765099,30000,30000, 36 months,11.53%,989.71,B,B5,Vice President,RENT,102000,Verified,Apr-15,Fully Paid,n,,credit_card,Credit card refinancing,926xx,CA,17.85,0.1153
496517,8400,8400, 36 months,16.99%,299.45,D,D3,Freight Broker,OWN,50000,Source Verified,Dec-15,Fully Paid,n,,other,Other,945xx,CA,8.07,0.1699
1541445,30000,30000, 36 months,5.32%,903.45,A,A1,installation sales and manager,MORTGAGE,150000,Source Verified,Sep-17,Current,n,,debt_consolidation,Debt consolidation,080xx,NJ,14.67,0.0532
2114472,36000,36000, 60 months,16.14%,878.14,C,C4,Store Manager,RENT,105000,Source Verified,Jul-18,Current,n,,home_improvement,Home improvement,750xx,TX,35.06,0.1614
567471,20000,20000, 36 months,7.26%,619.93,A,A4,Associate Veterinarian,OWN,102000,Not Verified,Oct-15,Fully Paid,n,,credit_card,Credit card refinancing,178xx,PA,32.65,0.0726
1708523,3200,3200, 36 months,15.05%,111.01,C,C4,loan specialist,MORTGAGE,50000,Source Verified,Nov-17,Fully Paid,n,,debt_consolidation,Debt consolidation,600xx,IL,4.66,0.1505
410407,7000,7000, 36 months,20.49%,261.9,E,E2,Operations Manager,RENT,75000,Source Verified,Apr-14,Fully Paid,n,,other,Other,986xx,WA,22.75,0.2049
214130,16000,16000, 60 months,12.12%,356.89,B,B3,Sprint,OWN,34000,Not Verified,Jun-12,Fully Paid,n,"  Borrower added on 06/05/12 > I will be using this money to pay all my high interest credit card bills, and to have just one payment per month. I can then have extra money from my paychecks to fix my car, house, yard, etc.<br>",debt_consolidation,Debt Consolidation,664xx,KS,28.6,0.1212
1288574,20225,20225, 36 months,15.99%,710.96,C,C5,SSGT,RENT,59000,Verified,Nov-16,Late (16-30 days),n,,debt_consolidation,Debt consolidation,891xx,NV,26.46,0.1599
1353763,6300,6300, 36 months,8.24%,198.12,B,B1,Tax Analyst,OWN,56540,Source Verified,Mar-17,Current,n,,credit_card,Credit card refinancing,661xx,KS,23.41,0.0824
2069172,11000,11000, 36 months,10.08%,355.36,B,B1,owner,RENT,110000,Not Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,296xx,SC,7.22,0.1008
47624,18000,18000, 36 months,13.53%,611.1,B,B5,Business Development Specialist,OWN,82000,Not Verified,Dec-13,Fully Paid,n,,credit_card,CCConsolidation,925xx,CA,14.72,0.1353
2069818,20000,20000, 36 months,6.11%,609.44,A,A1,Cardio Thoracic transplant Specialist,MORTGAGE,130000,Verified,Aug-18,Current,n,,debt_consolidation,Debt consolidation,559xx,MN,10.23,0.0611
469191,23700,23700, 60 months,15.77%,573.45,D,D1,Agent,RENT,62000,Source Verified,Dec-15,Charged Off,n,,credit_card,Credit card refinancing,473xx,IN,33.64,0.1577
2103483,26025,26025, 60 months,28.72%,821.66,F,F1,team leader,MORTGAGE,96000,Verified,Jul-18,Current,n,,home_improvement,Home improvement,486xx,MI,35.06,0.2872
279542,3000,3000, 36 months,12.49%,100.35,B,B5,Checking Department Superior,RENT,30160,Not Verified,Oct-14,Fully Paid,n,,debt_consolidation,Debt consolidation,980xx,WA,4.16,0.1249
405591,9000,9000, 36 months,6.62%,276.34,A,A2,Director of Rehab,MORTGAGE,160000,Not Verified,Apr-14,Fully Paid,n,,credit_card,Credit card refinancing,476xx,IN,13.1,0.0662
297111,14400,14400, 36 months,10.15%,465.67,B,B2,Asst. Property Manager,OWN,50000,Not Verified,Oct-14,Fully Paid,n,,debt_consolidation,Debt consolidation,606xx,IL,26.1,0.1015
1989307,9500,9500, 36 months,9.92%,306.19,B,B2,,RENT,31044,Not Verified,Apr-18,Current,n,,credit_card,Credit card refinancing,152xx,PA,31.16,0.0992
1087425,18000,18000, 60 months,11.99%,400.31,C,C1,Business Manager,OWN,127000,Source Verified,Apr-16,Fully Paid,n,,credit_card,,294xx,SC,9.12,0.1199
952021,12000,12000, 60 months,12.99%,272.98,C,C2,Content Marketing Manager,RENT,68000,Not Verified,Feb-16,Current,n,,debt_consolidation,Debt consolidation,941xx,CA,12.16,0.1299
538981,5500,5500, 36 months,7.26%,170.48,A,A4,General Manager of Environmental Service,MORTGAGE,101000,Source Verified,Nov-15,Fully Paid,n,,debt_consolidation,Debt consolidation,150xx,PA,15.07,0.0726
1100547,6000,6000, 36 months,11.47%,197.78,B,B5,Fedex processing check and packing,RENT,29000,Source Verified,Apr-16,Current,n,,other,Other,070xx,NJ,25.87,0.1147
360498,3500,3500, 36 months,10.15%,113.19,B,B2,Microbiologist,MORTGAGE,35305,Not Verified,Jul-14,Fully Paid,n,,credit_card,Credit card refinancing,721xx,AR,8.33,0.1015
1878237,30000,30000, 60 months,19.42%,785.17,D,D3,Manager,MORTGAGE,145000,Not Verified,Jun-18,Current,n,,credit_card,Credit card refinancing,921xx,CA,17.69,0.1942
891990,15000,15000, 60 months,9.75%,316.87,B,B3,Administrative Assistant ,OWN,38000,Verified,Mar-16,Current,n,,debt_consolidation,Debt consolidation,316xx,GA,5.09,0.0975
1084487,6000,6000, 36 months,24.99%,238.53,E,E5,Hairstylist ,RENT,20000,Source Verified,Apr-16,Current,n,,debt_consolidation,Debt consolidation,146xx,NY,18.19,0.2499
474546,24000,24000, 60 months,7.89%,485.38,A,A5,Tax Manager,MORTGAGE,106000,Not Verified,Dec-15,Current,n,,credit_card,Credit card refinancing,754xx,TX,9.93,0.0789
1418079,10000,10000, 36 months,11.44%,329.48,B,B4,Mathematics Teacher,OWN,56000,Not Verified,Jan-17,Current,n,,credit_card,Credit card refinancing,367xx,AL,33.8,0.1144
1945348,4800,4800, 36 months,5.31%,144.53,A,A1,sales,RENT,53000,Source Verified,May-18,Current,n,,other,Other,539xx,WI,2.26,0.0531
13250,15000,11775, 60 months,12.99%,268.43,C,C1,Shaker road Child Care Center,RENT,42500,Not Verified,Jun-11,Fully Paid,n,  Borrower added on 06/15/11 > I will be using the loan to consolidate debt.  I previously had a mortgage for 7 years and was never late in payment.<br/>,debt_consolidation,personal,033xx,NH,13.86,0.1299
1884433,7000,7000, 36 months,15.49%,244.35,C,C4,Deposit Operations Coordinator,MORTGAGE,58000,Verified,Jun-18,Current,n,,debt_consolidation,Debt consolidation,026xx,MA,35.36,0.1549
1295679,26400,26400, 60 months,18.99%,684.69,D,D3,Intake Specialist - Team lead,MORTGAGE,87500,Not Verified,Oct-16,Fully Paid,n,,debt_consolidation,Debt consolidation,274xx,NC,22.19,0.1899
375478,10000,10000, 36 months,10.15%,323.38,B,B2,Server,RENT,60000,Verified,Jun-14,Charged Off,n,,debt_consolidation,Debt consolidation,111xx,NY,2.06,0.1015
443474,10000,10000, 60 months,18.25%,255.3,D,D3,Solutions Specialist,OWN,90000,Source Verified,Feb-14,Fully Paid,n,  Borrower added on 02/13/14 > Heat pump and auto repairs<br>,home_improvement,Home improvement,218xx,MD,3.23,0.1825
1347958,5000,5000, 36 months,15.99%,175.77,C,C5,,MORTGAGE,27500,Not Verified,Mar-17,Charged Off,n,,credit_card,Credit card refinancing,857xx,AZ,9.17,0.1599
367764,7500,7500, 36 months,13.98%,256.26,C,C3,,RENT,61560,Verified,Jun-14,Fully Paid,n,,other,Other,984xx,WA,33.26,0.1398
1767887,12000,12000, 60 months,12.61%,270.65,C,C1,Truck Driver,RENT,80000,Source Verified,Mar-18,Current,n,,debt_consolidation,Debt consolidation,119xx,NY,14.49,0.1261
1420087,5000,5000, 36 months,13.59%,169.9,C,C2,Veterinary technician ,OWN,33000,Source Verified,Jun-17,Current,n,,other,Other,703xx,LA,24.73,0.1359
472838,10000,10000, 36 months,7.91%,312.95,A,A5,Frac / Oil Field,RENT,36000,Verified,Dec-15,Fully Paid,n,,credit_card,Credit card refinancing,780xx,TX,19.63,0.0791
725884,24000,24000, 36 months,7.89%,750.86,A,A5,Broker,MORTGAGE,105000,Source Verified,Jun-15,Charged Off,n,,debt_consolidation,Debt consolidation,606xx,IL,17.18,0.0789
1828441,16000,16000, 36 months,13.59%,543.67,C,C2,Manager,MORTGAGE,57000,Verified,Feb-18,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,24.8,0.1359
1855547,16500,16500, 60 months,15.05%,392.97,C,C4,,MORTGAGE,13920,Verified,Jan-18,Current,n,,credit_card,Credit card refinancing,307xx,GA,100.78,0.1505
30334,10000,10000, 36 months,11.36%,329.12,B,B5,Correctnet,RENT,42000,Not Verified,May-10,Charged Off,n,,renewable_energy,Payoff Personal debt,117xx,NY,10.31,0.1136
1598160,25000,25000, 36 months,14.08%,855.42,C,C3,Registered Nurse,RENT,90000,Source Verified,Aug-17,Fully Paid,n,,debt_consolidation,Debt consolidation,104xx,NY,21.59,0.1408
923658,30000,30000, 36 months,5.32%,903.45,A,A1,Director of Operations,MORTGAGE,154000,Verified,Mar-16,Fully Paid,n,,credit_card,Credit card refinancing,381xx,TN,12.9,0.0532
62276,7200,7200, 36 months,7.90%,225.29,A,A4,COMPUTER TECHNICIAN,RENT,40000,Source Verified,Nov-13,Fully Paid,n,  Borrower added on 11/13/13 > Pay off high interest credit cards and auto loan.<br>,debt_consolidation,cards and car,446xx,OH,15.78,0.079
455457,12000,12000, 36 months,7.62%,373.94,A,A3,Military Officer and Psychologist,RENT,73000,Not Verified,Jan-14,Fully Paid,n,,credit_card,Credit card refinancing,308xx,GA,13.68,0.0762
1696171,18000,18000, 60 months,12.62%,406.07,C,C1,Driver/Sales Rep,RENT,104000,Verified,Nov-17,Current,n,,credit_card,Credit card refinancing,719xx,AR,13.41,0.1262
292566,22475,22475, 60 months,20.20%,597.96,E,E3,Police Officer,RENT,75000,Source Verified,Oct-14,Fully Paid,n,,medical,Medical expenses,210xx,MD,16.03,0.202
192298,18625,18625, 60 months,15.31%,446.13,C,C2,Terra Properties,MORTGAGE,48800,Verified,Oct-12,Charged Off,n,,debt_consolidation,Consolidation - Onward and Upward,620xx,IL,15.91,0.1531
865639,16000,16000, 36 months,12.39%,534.42,C,C1,Financial Advisor,OWN,60000,Source Verified,Jan-15,Charged Off,n,,debt_consolidation,Debt consolidation,115xx,NY,9.66,0.1239
462592,15000,15000, 60 months,14.47%,352.69,C,C2,,OWN,45116,Verified,Jan-14,Late (31-120 days),n,,credit_card,Credit card refinancing,760xx,TX,12.21,0.1447
1529472,16000,16000, 36 months,14.08%,547.47,C,C3,Relationship Manager,RENT,45000,Verified,Sep-17,Charged Off,n,,debt_consolidation,Debt consolidation,021xx,MA,18.4,0.1408
1902763,35000,35000, 36 months,8.08%,1098.07,A,A5,Production Manager ,MORTGAGE,120000,Source Verified,Jun-18,Current,n,,major_purchase,Major purchase,465xx,IN,3.73,0.0808
865036,24575,24575, 60 months,22.99%,692.64,F,F1,Program Manager,MORTGAGE,120000,Verified,Jan-15,Fully Paid,n,,credit_card,Credit card refinancing,220xx,VA,21.56,0.2299
1838453,15000,15000, 60 months,13.59%,345.85,C,C2,,MORTGAGE,33000,Source Verified,Jan-18,Current,n,,debt_consolidation,Debt consolidation,844xx,UT,50.8,0.1359
786128,10800,10800, 60 months,16.99%,268.35,D,D3,Fulltime Salesperson,OWN,37000,Source Verified,Apr-15,Charged Off,n,,debt_consolidation,Debt consolidation,967xx,HI,31.46,0.1699
999421,25200,25200, 36 months,6.49%,772.25,A,A2,Operations Director ,MORTGAGE,110000,Source Verified,Jan-16,Fully Paid,n,,credit_card,,980xx,WA,21.61,0.0649
583790,30000,30000, 60 months,18.55%,770.81,E,E2,IT Manager,MORTGAGE,80000,Source Verified,Oct-15,Fully Paid,n,,debt_consolidation,Debt consolidation,751xx,TX,18.9,0.1855
970867,6000,6000, 36 months,9.75%,192.9,B,B3,Registered Nurse,MORTGAGE,105000,Not Verified,Feb-16,Fully Paid,n,,debt_consolidation,Debt consolidation,539xx,WI,14.56,0.0975
547554,16000,16000, 36 months,6.89%,493.23,A,A3,Veterans Services Representative,RENT,60000,Source Verified,Oct-15,Fully Paid,n,,credit_card,Credit card refinancing,530xx,WI,16.3,0.0689
1642332,12800,12750, 36 months,10.91%,418.52,B,B4,Sales Manager,RENT,50000,Source Verified,Jul-17,Current,n,,credit_card,Credit card refinancing,330xx,FL,10.38,0.1091
1498407,23025,23025, 60 months,15.99%,559.81,C,C5,SALES,RENT,48000,Not Verified,May-17,Charged Off,n,,credit_card,Credit card refinancing,331xx,FL,31.8,0.1599
1570138,20000,20000, 36 months,5.32%,602.3,A,A1,Account Supervisor,RENT,120000,Source Verified,Aug-17,Current,n,,debt_consolidation,Debt consolidation,941xx,CA,15.57,0.0532
629254,14400,14400, 60 months,9.99%,305.89,B,B3,steelworker,MORTGAGE,110000,Not Verified,Aug-15,Current,n,,debt_consolidation,Debt consolidation,440xx,OH,11.99,0.0999
1730176,10000,10000, 36 months,22.91%,386.63,E,E1,Owner ,MORTGAGE,80000,Verified,Oct-17,Current,n,,house,Home buying,924xx,CA,14.33,0.2291
1330053,8000,8000, 36 months,8.24%,251.58,B,B1,Territory Representative,RENT,97000,Verified,Mar-17,Current,n,,small_business,Business,199xx,DE,18.15,0.0824
1622086,6000,6000, 36 months,16.02%,211.01,C,C5,Manager,MORTGAGE,67000,Verified,Jul-17,Fully Paid,n,,home_improvement,Home improvement,925xx,CA,8.47,0.1602
1514404,4675,4675, 36 months,19.99%,173.72,D,D4,,MORTGAGE,63500,Verified,Apr-17,Fully Paid,n,,debt_consolidation,Debt consolidation,601xx,IL,28.99,0.1999
1133752,28800,28800, 60 months,17.99%,731.18,D,D2,owner,RENT,60000,Source Verified,Sep-16,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,16.1,0.1799
407878,15000,15000, 36 months,11.99%,498.15,B,B3,Owner,MORTGAGE,57000,Source Verified,Apr-14,Fully Paid,n,,major_purchase,Major purchase,488xx,MI,20.99,0.1199
1764832,5000,5000, 36 months,13.59%,169.9,C,C2,CPSO,RENT,88700,Verified,Oct-17,Current,n,,credit_card,Credit card refinancing,210xx,MD,28.99,0.1359
619321,6000,6000, 36 months,12.29%,200.12,C,C1,Teacher,MORTGAGE,63000,Not Verified,Sep-15,Charged Off,n,,debt_consolidation,Debt consolidation,486xx,MI,18.02,0.1229
945682,7000,7000, 36 months,8.39%,220.62,B,B1,Engineer,MORTGAGE,120000,Source Verified,Feb-16,Fully Paid,n,,debt_consolidation,Debt consolidation,774xx,TX,22.57,0.0839
